date,sh.000001,sh.601288,sh.601398,sh.601939,sh.601988
2011-04-20,3007.04000000,2.94000000,4.56000000,5.23000000,3.40000000
2011-04-21,3026.67000000,2.92000000,4.58000000,5.24000000,3.40000000
2011-04-22,3010.52000000,2.88000000,4.54000000,5.18000000,3.39000000
2011-04-25,2964.95000000,2.88000000,4.49000000,5.15000000,3.36000000
2011-04-26,2938.98000000,2.88000000,4.50000000,5.12000000,3.35000000
2011-04-27,2925.41000000,2.90000000,4.54000000,5.16000000,3.37000000
2011-04-28,2887.04000000,2.96000000,4.59000000,5.19000000,3.38000000
2011-04-29,2911.51000000,2.94000000,4.56000000,5.21000000,3.37000000
2011-05-03,2932.19000000,2.92000000,4.57000000,5.20000000,3.40000000
2011-05-04,2866.02000000,2.86000000,4.53000000,5.12000000,3.37000000
2011-05-05,2872.40000000,2.93000000,4.60000000,5.19000000,3.41000000
2011-05-06,2863.89000000,2.92000000,4.58000000,5.14000000,3.39000000
2011-05-09,2872.46000000,2.89000000,4.57000000,5.10000000,3.38000000
2011-05-10,2890.63000000,2.93000000,4.57000000,5.14000000,3.38000000
2011-05-11,2883.42000000,2.91000000,4.54000000,5.13000000,3.38000000
2011-05-12,2844.08000000,2.88000000,4.49000000,5.07000000,3.36000000
2011-05-13,2871.03000000,2.90000000,4.58000000,5.12000000,3.38000000
2011-05-16,2849.07000000,2.88000000,4.51000000,5.07000000,3.36000000
2011-05-17,2852.77000000,2.89000000,4.50000000,5.06000000,3.36000000
2011-05-18,2872.77000000,2.92000000,4.56000000,5.10000000,3.39000000
2011-05-19,2859.57000000,2.92000000,4.57000000,5.12000000,3.38000000
2011-05-20,2858.46000000,2.93000000,4.54000000,5.12000000,3.38000000
2011-05-23,2774.57000000,2.87000000,4.46000000,4.99000000,3.33000000
2011-05-24,2767.06000000,2.85000000,4.44000000,4.97000000,3.31000000
2011-05-25,2741.74000000,2.78000000,4.36000000,4.91000000,3.28000000
2011-05-26,2736.53000000,2.80000000,4.41000000,4.96000000,3.30000000
2011-05-27,2709.95000000,2.78000000,4.39000000,4.93000000,
2011-05-30,2706.36000000,2.84000000,4.56000000,5.00000000,3.34000000
2011-05-31,2743.47000000,2.84000000,,5.04000000,3.34000000
2011-06-01,2743.57000000,2.84000000,4.48000000,5.05000000,3.33000000
2011-06-02,2705.18000000,2.77000000,4.44000000,4.88000000,3.29000000
2011-06-03,2728.02000000,2.80000000,4.41000000,4.95000000,3.31000000
2011-06-07,2744.30000000,2.78000000,4.43000000,4.95000000,3.33000000
2011-06-08,2750.29000000,,4.42000000,4.93000000,3.34000000
2011-06-09,2703.34000000,2.73000000,4.37000000,,3.34000000
2011-06-10,2705.14000000,2.73000000,4.42000000,4.91000000,3.16000000
2011-06-13,2700.38000000,2.73000000,4.52000000,4.93000000,3.14000000
2011-06-14,2730.04000000,2.73000000,4.45000000,4.91000000,3.14000000
2011-06-15,2705.43000000,2.71000000,4.27000000,4.90000000,3.12000000
2011-06-16,2664.28000000,2.71000000,4.28000000,4.87000000,3.10000000
2011-06-17,2642.82000000,2.64000000,4.29000000,4.92000000,3.09000000
2011-06-20,2621.25000000,2.64000000,4.26000000,4.92000000,3.05000000
2011-06-21,2646.48000000,2.65000000,4.30000000,4.94000000,3.05000000
2011-06-22,2649.32000000,2.70000000,4.33000000,4.99000000,3.10000000
2011-06-23,2688.25000000,2.73000000,4.38000000,5.06000000,3.17000000
2011-06-24,2746.21000000,2.79000000,4.48000000,4.96000000,3.25000000
2011-06-27,2758.23000000,2.80000000,4.48000000,5.00000000,3.22000000
2011-06-28,2759.20000000,2.79000000,4.50000000,4.99000000,3.19000000
2011-06-29,2728.48000000,2.78000000,4.46000000,4.95000000,3.15000000
2011-06-30,2762.08000000,2.80000000,4.46000000,4.94000000,3.14000000
2011-07-01,2759.36000000,2.74000000,4.38000000,4.92000000,3.14000000
2011-07-04,2812.82000000,2.77000000,4.42000000,4.95000000,3.17000000
2011-07-05,2816.35000000,2.74000000,4.41000000,4.90000000,3.16000000
2011-07-06,2810.48000000,2.70000000,4.37000000,4.83000000,3.12000000
2011-07-07,2794.27000000,2.67000000,4.31000000,4.83000000,3.11000000
2011-07-08,2797.77000000,2.69000000,4.34000000,4.84000000,3.13000000
2011-07-11,2802.69000000,2.68000000,4.33000000,4.82000000,3.13000000
2011-07-12,2754.58000000,2.66000000,4.29000000,4.77000000,3.09000000
2011-07-13,2795.48000000,2.71000000,4.34000000,4.84000000,3.13000000
2011-07-14,2810.44000000,2.70000000,4.38000000,4.87000000,3.13000000
2011-07-15,2820.17000000,2.70000000,4.40000000,4.89000000,3.12000000
2011-07-18,2816.69000000,2.73000000,4.36000000,4.90000000,3.11000000
2011-07-19,2796.98000000,2.72000000,4.36000000,4.88000000,3.10000000
2011-07-20,2794.21000000,2.72000000,4.37000000,4.88000000,3.09000000
2011-07-21,2765.89000000,2.71000000,4.37000000,4.87000000,3.08000000
2011-07-22,2770.79000000,2.69000000,4.36000000,4.81000000,3.09000000
2011-07-25,2688.75000000,2.64000000,4.29000000,4.74000000,3.05000000
2011-07-26,2703.03000000,2.65000000,4.29000000,4.73000000,3.06000000
2011-07-27,2723.49000000,2.65000000,4.28000000,4.71000000,3.05000000
2011-07-28,2708.78000000,2.64000000,4.20000000,4.66000000,3.03000000
2011-07-29,2701.73000000,2.68000000,4.25000000,4.71000000,3.08000000
2011-08-01,2703.78000000,2.68000000,4.24000000,4.71000000,3.05000000
2011-08-02,2679.26000000,2.65000000,4.20000000,4.67000000,3.03000000
2011-08-03,2678.49000000,2.67000000,4.18000000,4.63000000,3.02000000
2011-08-04,2684.04000000,2.66000000,4.16000000,4.62000000,3.03000000
2011-08-05,2626.42000000,2.62000000,4.11000000,4.53000000,2.99000000
2011-08-08,2526.82000000,2.58000000,4.03000000,4.49000000,2.93000000
2011-08-09,2526.07000000,2.59000000,4.10000000,4.51000000,2.94000000
2011-08-10,2549.18000000,2.59000000,4.15000000,4.51000000,2.95000000
2011-08-11,2581.51000000,2.62000000,4.16000000,4.54000000,2.97000000
2011-08-12,2593.17000000,2.62000000,4.14000000,4.53000000,2.98000000
2011-08-15,2626.77000000,2.64000000,4.19000000,4.58000000,3.00000000
2011-08-16,2608.17000000,2.63000000,4.16000000,4.55000000,2.99000000
2011-08-17,2601.26000000,2.63000000,4.18000000,4.57000000,2.99000000
2011-08-18,2559.47000000,2.59000000,4.18000000,,2.96000000
2011-08-19,2534.36000000,2.57000000,4.13000000,4.49000000,2.94000000
2011-08-22,2515.86000000,2.57000000,4.08000000,4.45000000,2.93000000
2011-08-23,2554.02000000,2.60000000,4.11000000,4.48000000,2.96000000
2011-08-24,2541.09000000,2.58000000,4.08000000,4.49000000,2.95000000
2011-08-25,2615.26000000,2.64000000,4.18000000,4.61000000,3.02000000
2011-08-26,2612.19000000,2.62000000,4.16000000,4.56000000,3.00000000
2011-08-29,2576.41000000,2.60000000,4.08000000,4.50000000,2.97000000
2011-08-30,2566.59000000,2.60000000,4.10000000,4.54000000,2.99000000
2011-08-31,2567.34000000,2.61000000,4.14000000,4.59000000,3.00000000
2011-09-01,2556.04000000,2.60000000,4.13000000,4.57000000,3.00000000
2011-09-02,2528.28000000,2.58000000,4.10000000,4.53000000,2.97000000
2011-09-05,2478.74000000,2.55000000,4.08000000,4.49000000,2.93000000
2011-09-06,2470.52000000,2.56000000,4.07000000,4.50000000,2.92000000
2011-09-07,2516.09000000,2.58000000,4.12000000,4.54000000,2.95000000
2011-09-08,2498.94000000,2.58000000,4.15000000,4.55000000,2.94000000
2011-09-09,2497.75000000,2.58000000,4.18000000,4.57000000,2.95000000
2011-09-13,2471.30000000,2.57000000,4.14000000,4.53000000,2.94000000
2011-09-14,2484.83000000,2.56000000,4.09000000,4.54000000,2.93000000
2011-09-15,2479.05000000,2.54000000,4.08000000,4.49000000,2.93000000
2011-09-16,2482.34000000,2.55000000,4.10000000,4.51000000,2.95000000
2011-09-19,2437.79000000,2.52000000,4.07000000,4.47000000,2.91000000
2011-09-20,2447.75000000,2.53000000,4.07000000,4.48000000,2.91000000
2011-09-21,2512.96000000,2.56000000,4.12000000,4.53000000,2.94000000
2011-09-22,2443.06000000,2.52000000,4.00000000,4.44000000,2.89000000
2011-09-23,2433.16000000,2.51000000,4.01000000,4.43000000,2.89000000
2011-09-26,2393.18000000,2.48000000,3.95000000,4.34000000,2.85000000
2011-09-27,2415.05000000,2.48000000,4.00000000,4.38000000,2.88000000
2011-09-28,2392.06000000,2.47000000,3.99000000,4.35000000,2.86000000
2011-09-29,2365.34000000,2.46000000,3.98000000,4.37000000,2.85000000
2011-09-30,2359.22000000,2.46000000,3.98000000,4.40000000,2.85000000
2011-10-10,2344.79000000,2.47000000,3.99000000,4.41000000,2.87000000
2011-10-11,2348.52000000,2.52000000,4.05000000,4.52000000,2.93000000
2011-10-12,2420.00000000,2.58000000,4.12000000,4.59000000,2.97000000
2011-10-13,2438.79000000,2.59000000,4.13000000,4.60000000,2.99000000
2011-10-14,2431.38000000,2.60000000,4.14000000,4.62000000,3.00000000
2011-10-17,2440.40000000,2.61000000,4.15000000,4.64000000,3.01000000
2011-10-18,2383.49000000,2.62000000,4.17000000,4.65000000,3.02000000
2011-10-19,2377.51000000,2.59000000,4.18000000,4.64000000,2.99000000
2011-10-20,2331.37000000,2.55000000,4.16000000,4.56000000,2.95000000
2011-10-21,2317.27000000,2.58000000,4.15000000,4.58000000,2.96000000
2011-10-24,2370.33000000,2.63000000,4.19000000,4.65000000,3.00000000
2011-10-25,2409.67000000,2.66000000,4.24000000,4.74000000,3.01000000
2011-10-26,2427.48000000,2.65000000,4.26000000,4.74000000,3.01000000
2011-10-27,2435.61000000,2.68000000,4.30000000,4.80000000,3.01000000
2011-10-28,2473.41000000,2.68000000,4.30000000,4.80000000,3.02000000
2011-10-31,2468.25000000,2.68000000,4.32000000,4.82000000,3.00000000
2011-11-01,2470.02000000,2.67000000,4.30000000,4.85000000,3.00000000
2011-11-02,2504.11000000,2.68000000,4.32000000,4.90000000,3.02000000
2011-11-03,2508.09000000,2.66000000,4.32000000,4.87000000,3.02000000
2011-11-04,2528.29000000,2.67000000,4.34000000,4.89000000,3.04000000
2011-11-07,2509.80000000,2.64000000,4.31000000,4.86000000,3.02000000
2011-11-08,2503.84000000,2.64000000,4.33000000,4.88000000,3.01000000
2011-11-09,2524.92000000,2.66000000,4.36000000,4.88000000,3.01000000
2011-11-10,2479.54000000,2.63000000,4.24000000,4.74000000,2.99000000
2011-11-11,2481.08000000,2.65000000,4.29000000,4.78000000,2.99000000
2011-11-14,2528.71000000,2.66000000,4.35000000,4.86000000,3.02000000
2011-11-15,2529.76000000,2.64000000,4.32000000,4.84000000,3.00000000
2011-11-16,2466.96000000,2.59000000,4.28000000,4.75000000,2.95000000
2011-11-17,2463.05000000,2.59000000,4.30000000,4.76000000,2.96000000
2011-11-18,2416.56000000,2.55000000,4.30000000,4.72000000,2.93000000
2011-11-21,2415.13000000,2.54000000,4.25000000,4.71000000,2.91000000
2011-11-22,2412.62000000,2.54000000,4.22000000,4.68000000,2.91000000
2011-11-23,2395.06000000,2.56000000,4.24000000,4.72000000,2.89000000
2011-11-24,2397.55000000,2.57000000,4.28000000,4.75000000,2.90000000
2011-11-25,2380.22000000,2.54000000,4.22000000,4.73000000,2.89000000
2011-11-28,2383.03000000,2.55000000,4.23000000,4.71000000,2.90000000
2011-11-29,2412.39000000,2.57000000,,4.73000000,2.93000000
2011-11-30,2333.41000000,2.54000000,4.19000000,4.69000000,2.88000000
2011-12-01,2386.86000000,2.60000000,4.28000000,4.77000000,2.95000000
2011-12-02,2359.35000000,2.57000000,4.25000000,4.75000000,2.95000000
2011-12-05,2332.05000000,2.59000000,4.28000000,4.82000000,2.96000000
2011-12-06,2325.91000000,2.56000000,4.20000000,4.79000000,2.93000000
2011-12-07,2332.73000000,2.57000000,4.17000000,4.77000000,2.91000000
2011-12-08,2329.82000000,2.58000000,4.16000000,4.76000000,2.92000000
2011-12-09,2315.27000000,2.59000000,4.17000000,4.77000000,2.92000000
2011-12-12,2291.54000000,2.57000000,4.12000000,4.73000000,2.90000000
2011-12-13,2260.48000000,2.57000000,4.14000000,4.73000000,2.89000000
2011-12-14,2231.82000000,2.54000000,4.10000000,4.68000000,2.87000000
2011-12-15,2192.37000000,2.51000000,4.12000000,4.64000000,2.87000000
2011-12-16,2224.84000000,2.57000000,4.17000000,4.66000000,2.93000000
2011-12-19,2218.24000000,2.56000000,4.17000000,4.62000000,2.92000000
2011-12-20,2215.93000000,2.58000000,4.15000000,4.56000000,2.91000000
2011-12-21,2191.15000000,2.60000000,4.13000000,4.52000000,2.91000000
2011-12-22,2186.30000000,2.60000000,4.15000000,4.53000000,2.89000000
2011-12-23,2204.78000000,2.58000000,4.17000000,4.56000000,2.90000000
2011-12-26,2190.11000000,2.58000000,4.17000000,4.54000000,2.88000000
2011-12-27,2166.21000000,2.59000000,4.17000000,4.50000000,2.88000000
2011-12-28,2170.01000000,2.59000000,4.19000000,4.52000000,2.89000000
2011-12-29,2173.56000000,2.60000000,4.20000000,4.51000000,2.91000000
2011-12-30,2199.42000000,2.62000000,4.24000000,4.54000000,2.92000000
2012-01-04,2169.39000000,2.60000000,4.22000000,4.50000000,2.91000000
2012-01-05,2148.45000000,2.65000000,4.25000000,4.58000000,2.96000000
2012-01-06,2163.40000000,2.66000000,4.28000000,4.65000000,
2012-01-09,2225.89000000,2.68000000,4.31000000,4.74000000,2.98000000
2012-01-10,2285.74000000,2.69000000,4.35000000,4.78000000,2.99000000
2012-01-11,2276.05000000,2.67000000,4.35000000,4.77000000,2.98000000
2012-01-12,2275.01000000,2.65000000,4.33000000,4.77000000,2.98000000
2012-01-13,2244.58000000,2.65000000,4.34000000,4.77000000,2.98000000
2012-01-16,2206.19000000,,4.31000000,,2.97000000
2012-01-17,2298.38000000,2.69000000,4.36000000,4.84000000,3.01000000
2012-01-18,2266.38000000,2.69000000,4.31000000,4.81000000,2.98000000
2012-01-19,2296.07000000,2.70000000,4.36000000,4.85000000,3.01000000
2012-01-20,2319.12000000,2.72000000,4.36000000,4.88000000,3.03000000
2012-01-30,2285.04000000,2.68000000,4.27000000,4.74000000,2.99000000
2012-01-31,2292.61000000,2.70000000,4.30000000,4.77000000,3.00000000
2012-02-01,2268.08000000,2.68000000,4.28000000,4.74000000,2.98000000
2012-02-02,2312.56000000,2.73000000,4.38000000,4.85000000,3.04000000
2012-02-03,2330.41000000,2.75000000,4.41000000,4.89000000,3.06000000
2012-02-06,2331.14000000,2.75000000,4.41000000,4.87000000,3.03000000
2012-02-07,2291.90000000,2.72000000,4.33000000,4.82000000,3.00000000
2012-02-08,2347.53000000,2.75000000,4.41000000,4.88000000,3.04000000
2012-02-09,2349.59000000,2.73000000,4.42000000,4.93000000,3.05000000
2012-02-10,2351.98000000,2.72000000,4.39000000,4.89000000,3.04000000
2012-02-13,2351.85000000,2.71000000,4.37000000,4.86000000,3.03000000
2012-02-14,2344.77000000,2.70000000,4.35000000,4.82000000,3.02000000
2012-02-15,2366.70000000,2.70000000,4.37000000,4.85000000,3.02000000
2012-02-16,2356.86000000,2.69000000,4.39000000,4.84000000,3.01000000
2012-02-17,2357.18000000,2.70000000,4.39000000,4.87000000,3.02000000
2012-02-20,2363.60000000,2.72000000,4.40000000,4.85000000,3.03000000
2012-02-21,2381.43000000,2.72000000,4.46000000,4.88000000,3.08000000
2012-02-22,2403.59000000,2.72000000,4.44000000,4.87000000,3.06000000
2012-02-23,2409.55000000,2.71000000,,4.85000000,3.05000000
2012-02-24,2439.63000000,2.74000000,4.44000000,4.88000000,3.07000000
2012-02-27,2447.06000000,2.74000000,4.44000000,4.89000000,3.06000000
2012-02-28,2451.86000000,2.76000000,4.45000000,4.91000000,3.07000000
2012-02-29,2428.49000000,2.75000000,4.43000000,4.88000000,3.07000000
2012-03-01,2426.11000000,2.74000000,4.41000000,4.86000000,3.06000000
2012-03-02,2460.69000000,2.74000000,4.43000000,4.89000000,3.07000000
2012-03-05,2445.00000000,2.73000000,4.38000000,4.84000000,3.04000000
2012-03-06,2410.45000000,2.71000000,4.34000000,4.81000000,3.02000000
2012-03-07,2394.79000000,2.69000000,4.32000000,4.78000000,3.01000000
2012-03-08,2420.28000000,2.71000000,4.33000000,4.78000000,3.02000000
2012-03-09,2439.46000000,2.71000000,4.33000000,4.77000000,3.01000000
2012-03-12,2434.86000000,2.70000000,4.33000000,4.75000000,3.01000000
2012-03-13,2455.79000000,2.71000000,4.34000000,4.78000000,3.03000000
2012-03-14,2391.23000000,2.70000000,4.32000000,4.76000000,3.04000000
2012-03-15,2373.77000000,2.67000000,4.31000000,4.74000000,3.03000000
2012-03-16,2404.74000000,2.68000000,4.32000000,4.75000000,3.02000000
2012-03-19,2410.18000000,2.65000000,4.32000000,4.74000000,3.01000000
2012-03-20,2376.84000000,2.62000000,4.32000000,4.70000000,2.99000000
2012-03-21,2378.20000000,2.62000000,4.31000000,4.72000000,2.98000000
2012-03-22,2375.77000000,2.65000000,4.34000000,4.71000000,2.98000000
2012-03-23,2349.54000000,2.64000000,4.30000000,4.70000000,2.95000000
2012-03-26,2350.60000000,2.66000000,4.31000000,4.70000000,2.94000000
2012-03-27,2347.18000000,2.65000000,4.33000000,4.74000000,2.95000000
2012-03-28,2284.88000000,2.65000000,4.31000000,4.74000000,2.93000000
2012-03-29,2252.16000000,2.65000000,4.28000000,4.75000000,2.92000000
2012-03-30,2262.79000000,2.68000000,4.33000000,4.83000000,2.98000000
2012-04-05,2302.24000000,2.65000000,4.30000000,4.79000000,3.00000000
2012-04-06,2306.55000000,2.64000000,4.29000000,4.73000000,3.02000000
2012-04-09,2285.78000000,2.63000000,4.28000000,4.67000000,3.01000000
2012-04-10,2305.86000000,2.64000000,4.29000000,4.74000000,3.02000000
2012-04-11,2308.93000000,2.64000000,4.29000000,4.70000000,3.03000000
2012-04-12,2350.86000000,2.68000000,4.36000000,4.76000000,3.05000000
2012-04-13,2359.16000000,2.68000000,4.36000000,4.74000000,3.06000000
2012-04-16,2357.03000000,2.66000000,4.36000000,4.73000000,3.04000000
2012-04-17,2334.99000000,2.68000000,4.34000000,4.68000000,3.05000000
2012-04-18,2380.85000000,2.71000000,4.38000000,4.74000000,3.08000000
2012-04-19,2378.63000000,2.71000000,4.35000000,4.72000000,3.05000000
2012-04-20,2406.86000000,2.73000000,4.42000000,4.74000000,3.06000000
2012-04-23,2388.59000000,2.71000000,4.39000000,4.73000000,3.06000000
2012-04-24,2388.83000000,2.74000000,4.41000000,4.77000000,3.07000000
2012-04-25,2406.81000000,2.74000000,4.42000000,4.81000000,3.05000000
2012-04-26,2404.70000000,2.73000000,4.39000000,4.79000000,3.05000000
2012-04-27,2396.32000000,2.72000000,4.37000000,4.79000000,3.05000000
2012-05-02,2438.44000000,2.73000000,4.41000000,4.77000000,3.07000000
2012-05-03,2440.08000000,2.73000000,4.36000000,4.73000000,3.06000000
2012-05-04,2452.01000000,2.73000000,4.38000000,4.76000000,3.06000000
2012-05-07,2451.95000000,2.73000000,4.42000000,4.76000000,3.08000000
2012-05-08,2448.88000000,2.76000000,4.42000000,4.75000000,3.07000000
2012-05-09,2408.59000000,2.72000000,4.38000000,4.71000000,3.05000000
2012-05-10,2410.23000000,2.74000000,4.40000000,4.69000000,3.07000000
2012-05-11,2394.98000000,2.73000000,4.36000000,4.68000000,3.06000000
2012-05-14,2380.73000000,2.69000000,4.37000000,4.61000000,3.03000000
2012-05-15,2374.84000000,2.69000000,4.33000000,4.59000000,3.02000000
2012-05-16,2346.19000000,2.67000000,4.30000000,4.51000000,3.00000000
2012-05-17,2378.89000000,2.70000000,4.33000000,4.53000000,3.01000000
2012-05-18,2344.52000000,2.65000000,4.25000000,4.50000000,2.99000000
2012-05-21,2348.30000000,2.65000000,4.23000000,4.52000000,3.00000000
2012-05-22,2373.31000000,2.66000000,4.23000000,4.54000000,2.99000000
2012-05-23,2363.44000000,2.65000000,4.18000000,4.50000000,2.99000000
2012-05-24,2350.97000000,2.65000000,4.19000000,4.49000000,3.00000000
2012-05-25,2333.55000000,2.64000000,4.18000000,4.48000000,3.00000000
2012-05-28,2361.37000000,2.66000000,4.20000000,4.50000000,3.02000000
2012-05-29,2389.64000000,2.69000000,4.22000000,4.53000000,3.03000000
2012-05-30,2384.67000000,2.69000000,4.22000000,4.50000000,
2012-05-31,2372.23000000,2.64000000,,4.49000000,3.03000000
2012-06-01,2373.44000000,2.65000000,4.24000000,4.49000000,3.03000000
2012-06-04,2308.55000000,2.61000000,4.17000000,4.44000000,3.00000000
2012-06-05,2311.92000000,2.62000000,4.20000000,4.46000000,3.01000000
2012-06-06,2309.55000000,2.64000000,4.20000000,4.49000000,3.02000000
2012-06-07,2293.13000000,2.63000000,4.19000000,,3.01000000
2012-06-08,2281.45000000,,4.16000000,4.45000000,3.00000000
2012-06-11,2305.86000000,2.62000000,4.17000000,4.45000000,3.02000000
2012-06-12,2289.79000000,2.61000000,4.17000000,4.42000000,3.01000000
2012-06-13,2318.92000000,2.62000000,4.20000000,4.44000000,2.86000000
2012-06-14,2295.95000000,2.62000000,3.95000000,4.42000000,2.83000000
2012-06-15,2306.85000000,2.65000000,3.98000000,4.48000000,2.85000000
2012-06-18,2316.05000000,2.67000000,3.95000000,4.50000000,2.85000000
2012-06-19,2300.79000000,2.67000000,3.94000000,4.51000000,2.85000000
2012-06-20,2292.88000000,2.55000000,3.94000000,4.53000000,2.85000000
2012-06-21,2260.88000000,2.54000000,3.91000000,4.52000000,2.84000000
2012-06-25,2224.11000000,2.54000000,3.94000000,4.22000000,2.83000000
2012-06-26,2222.07000000,2.55000000,3.93000000,4.21000000,2.83000000
2012-06-27,2216.93000000,2.56000000,3.94000000,4.21000000,2.82000000
2012-06-28,2195.84000000,2.55000000,3.92000000,4.17000000,2.81000000
2012-06-29,2225.43000000,2.59000000,3.95000000,4.20000000,2.82000000
2012-07-02,2226.11000000,2.58000000,3.94000000,4.18000000,2.81000000
2012-07-03,2229.19000000,2.57000000,3.92000000,4.18000000,2.81000000
2012-07-04,2227.31000000,2.57000000,3.94000000,4.20000000,2.82000000
2012-07-05,2201.35000000,2.57000000,3.95000000,4.19000000,2.82000000
2012-07-06,2223.58000000,2.55000000,3.91000000,4.16000000,2.81000000
2012-07-09,2170.81000000,2.51000000,3.80000000,4.11000000,2.81000000
2012-07-10,2164.44000000,2.50000000,3.79000000,4.10000000,2.79000000
